query,topIntent,conversationName,description,answer,enabled
Can debit cards be used for government payments?,ANS.FAQs.debit.cards.us.govern.payment,FAQ: Can debit cards be used for government payments?,,"Yes, government payments can be made through debit cards.",TRUE
هل يمكن استخدام بطاقه الخصم في المدفوعات الحكومية ؟,ANS.FAQs.debit.cards.us.govern.payment,FAQ: Can debit cards be used for government payments?,,"Yes, government payments can be made through debit cards.",TRUE
Can the debit card be linked to the Phone Cash wallet?,ANS.FAQs.debit.cards.card.link.phone.cash.wallet,FAQ: Can the debit card be linked to the Phone Cash wallet?,,"Yes, the debit card can be linked to the Phone Cash wallet.",TRUE
هل يمكن ربط بطاقه الخصم على محفظة الفون كاش ؟ ,ANS.FAQs.debit.cards.card.link.phone.cash.wallet,FAQ: Can the debit card be linked to the Phone Cash wallet?,,"Yes, the debit card can be linked to the Phone Cash wallet.",TRUE
Is an SMS notification sent when the debit card is used? ,ANS.FAQs.debit.cards.sm.notif.sent.when.card.us,FAQ: Is an SMS notification sent when the debit card is used? ,,An SMS notification is sent when the card is used in cash withdrawal or purchases inside Egypt or abroad.,TRUE
هل يتم ارسال رسالة نصية عند استخدام بطاقه الخصم ؟ ,ANS.FAQs.debit.cards.sm.notif.sent.when.card.us,FAQ: Is an SMS notification sent when the debit card is used? ,,An SMS notification is sent when the card is used in cash withdrawal or purchases inside Egypt or abroad.,TRUE
Who is eligible for corporate debit cards?,ANS.FAQs.corp.debit.cards.elig.corp,FAQ: Who is eligible for corporate debit cards?,,NBE's customers who are SME owners as well as NBE merchants with respect to e-payments are eligible for corporate debit cards. The card is linked to local currency current accounts with a single signature only.,TRUE
لمن تصدر بطاقة الخصم المباشر للشركات ؟,ANS.FAQs.corp.debit.cards.elig.corp,FAQ: Who is eligible for corporate debit cards?,,NBE's customers who are SME owners as well as NBE merchants with respect to e-payments are eligible for corporate debit cards. The card is linked to local currency current accounts with a single signature only.,TRUE
How can I apply for a corporate debit card?,ANS.FAQs.corp.debit.cards.appli.corp.card,FAQ: How can I apply for a corporate debit card?,,Please visit the nearest NBE branch and fill in the corporate debit card application.,TRUE
كيف يمكن الحصول على بطاقة الخصم المباشر للشركات ؟,ANS.FAQs.corp.debit.cards.appli.corp.card,FAQ: How can I apply for a corporate debit card?,,Please visit the nearest NBE branch and fill in the corporate debit card application.,TRUE
How can the card be collected after issuance?,ANS.FAQs.corp.debit.cards.card.collect.issuanc,FAQ: How can the card be collected after issuance?,,The card can be collected at the branch.,TRUE
ماهى طرق استلام البطاقة بعد اصدارها ؟,ANS.FAQs.corp.debit.cards.card.collect.issuanc,FAQ: How can the card be collected after issuance?,,The card can be collected at the branch.,TRUE
Can more than one account be linked to the card?,ANS.FAQs.corp.debit.cards.on.acc.link.card,FAQ: Can more than one account be linked to the card?,,"Yes, more than one of the customer's current accounts can be linked to the debit card.",TRUE
هل يمكن ربط اكثر من حساب للبطاقه ؟,ANS.FAQs.corp.debit.cards.on.acc.link.card,FAQ: Can more than one account be linked to the card?,,"Yes, more than one of the customer's current accounts can be linked to the debit card.",TRUE
Can transfers be made between accounts through the debit card?,ANS.FAQs.corp.debit.cards.transfer.made.acc.card,FAQ: Can transfers be made between accounts through the debit card?,,Transfers can be made between accounts linked to the debit card through the ATM.,TRUE
هل يمكن التحويل بين الحسابات من خلال بطاقه الخصم ؟,ANS.FAQs.corp.debit.cards.transfer.made.acc.card,FAQ: Can transfers be made between accounts through the debit card?,,Transfers can be made between accounts linked to the debit card through the ATM.,TRUE
Can the card be used for online shopping?,ANS.FAQs.corp.debit.cards.card.us.onlin.shop,FAQ: Can the card be used for online shopping?,,"Yes, the card can be used for online shopping inside Egypt.",TRUE
هل يمكن استخدم البطاقة في الشراء اونلاين ؟,ANS.FAQs.corp.debit.cards.card.us.onlin.shop,FAQ: Can the card be used for online shopping?,,"Yes, the card can be used for online shopping inside Egypt.",TRUE
Can the card be used for purchases?,ANS.FAQs.corp.debit.cards.card.us.purchas,FAQ: Can the card be used for purchases?,,"Yes, the card can be used to make purchases at merchants. ",TRUE
هل يمكن استخدام البطاقة في المشتريات ؟ ,ANS.FAQs.corp.debit.cards.card.us.purchas,FAQ: Can the card be used for purchases?,,"Yes, the card can be used to make purchases at merchants. ",TRUE
How much is the card issuance fee? ,ANS.FAQs.corp.debit.cards.card.issuanc.fee,FAQ: How much is the card issuance fee? ,,The card issuance fee is EGP 100.,TRUE
ما هي مصاريف اصدار البطاقة ؟ ,ANS.FAQs.corp.debit.cards.card.issuanc.fee,FAQ: How much is the card issuance fee? ,,The card issuance fee is EGP 100.,TRUE
How much is the card renewal fee?,ANS.FAQs.corp.debit.cards.card.renew.fee,FAQ: How much is the card renewal fee?,,The card renewal fee is EGP 50 p.a.,TRUE
ما هي مصاريف تجديد البطاقة ؟ ,ANS.FAQs.corp.debit.cards.card.renew.fee,FAQ: How much is the card renewal fee?,,The card renewal fee is EGP 50 p.a.,TRUE
What is the card maximum daily withdrawal limit?,ANS.FAQs.corp.debit.cards.card.max.daili.withdraw.limit,FAQ: What is the card maximum daily withdrawal limit?,,"The maximum daily cash withdrawal limit is EGP 30,000.",TRUE
ما هو الحد الأقصى اليومى للسحب من البطاقة ؟ ,ANS.FAQs.corp.debit.cards.card.max.daili.withdraw.limit,FAQ: What is the card maximum daily withdrawal limit?,,"The maximum daily cash withdrawal limit is EGP 30,000.",TRUE
What is the card maximum daily purchase limit?,ANS.FAQs.corp.debit.cards.card.max.daili.purchas.limit,FAQ: What is the card maximum daily purchase limit?,,The maximum daily purchase limit is EGP 1 mn.,TRUE
ما هو الحد الأقصى اليومى للمشتريات بالبطاقة ؟ ,ANS.FAQs.corp.debit.cards.card.max.daili.purchas.limit,FAQ: What is the card maximum daily purchase limit?,,The maximum daily purchase limit is EGP 1 mn.,TRUE
How much is the cash withdrawal fee from ATMs of other local banks?,ANS.FAQs.corp.debit.cards.cash.withdraw.fee.atm.local.bank,FAQ: How much is the cash withdrawal fee from ATMs of other local banks?,, EGP 10 per transaction (free of charge till 30 June 2022).,TRUE
ما هو رسم السحب النقدي من ماكينات البنوك المحلية ؟ ,ANS.FAQs.corp.debit.cards.cash.withdraw.fee.atm.local.bank,FAQ: How much is the cash withdrawal fee from ATMs of other local banks?,, EGP 10 per transaction (free of charge till 30 June 2022).,TRUE
How much is the balance inquiry fee from ATMs of other local banks?,ANS.FAQs.corp.debit.cards.balanc.inquiri.fee.atm.local.bank,FAQ: How much is the balance inquiry fee from ATMs of other local banks?,,EGP 1.5/inquiry.,TRUE
ما هو رسم الاستعلام عن الرصيد من ماكينات البنوك المحلية ؟,ANS.FAQs.corp.debit.cards.balanc.inquiri.fee.atm.local.bank,FAQ: How much is the balance inquiry fee from ATMs of other local banks?,,EGP 1.5/inquiry.,TRUE
How can I apply for a corporate credit card?,ANS.FAQs.corp.credit.cards.appli.corp.card,FAQ: How can I apply for a corporate credit card?,,Please visit the nearest NBE branch and fill in the corporate credit card application.,TRUE
كيف يمكننى استخراج  بطاقة ائتمان الشركات ؟,ANS.FAQs.corp.credit.cards.appli.corp.card,FAQ: How can I apply for a corporate credit card?,,Please visit the nearest NBE branch and fill in the corporate credit card application.,TRUE
How can the card be received after issuance?,ANS.FAQs.corp.credit.cards.card.receiv.issuanc,FAQ: How can the card be received after issuance?,,The card can be received through the courier or at the branch.,TRUE
ماهى طرق استلام البطاقة بعد اصدارها ؟,ANS.FAQs.corp.credit.cards.card.receiv.issuanc,FAQ: How can the card be received after issuance?,,The card can be received through the courier or at the branch.,TRUE
How can I activate the card?,ANS.FAQs.corp.credit.cards.activ.card,FAQ: How can I activate the card?,,The card can be activated through ATMs nationwide.,TRUE
كيف يمكننى تفعيل البطاقه ؟,ANS.FAQs.corp.credit.cards.activ.card,FAQ: How can I activate the card?,,The card can be activated through ATMs nationwide.,TRUE
What is the minimum payment on the card?,ANS.FAQs.corp.credit.cards.min.payment.card,FAQ: What is the minimum payment on the card?,,The minimum payment is equal to 5% of the card outstanding balance.,TRUE
ماهو الحد الأدنى المطلوب سداده للبطاقه ؟,ANS.FAQs.corp.credit.cards.min.payment.card,FAQ: What is the minimum payment on the card?,,The minimum payment is equal to 5% of the card outstanding balance.,TRUE
Is interest charged in case the minimum payment is made?,ANS.FAQs.corp.credit.cards.interest.charg.case.min.payment.made,FAQ: Is interest charged in case the minimum payment is made?,,"Yes, interest is charged in case the minimum payment is made.",TRUE
هل يتم احتساب فوائد فى حاله سداد الحد الادنى ؟,ANS.FAQs.corp.credit.cards.interest.charg.case.min.payment.made,FAQ: Is interest charged in case the minimum payment is made?,,"Yes, interest is charged in case the minimum payment is made.",TRUE
How can credit card payments be made?,ANS.FAQs.corp.credit.cards.card.payment.made,FAQ: How can credit card payments be made?,,There are several ways through which card payments can be made: (the nearest branch - ATMs - standing instructions - Fawry outlets). ,TRUE
ماهى طرق سداد بطاقات الائتمان ؟,ANS.FAQs.corp.credit.cards.card.payment.made,FAQ: How can credit card payments be made?,,There are several ways through which card payments can be made: (the nearest branch - ATMs - standing instructions - Fawry outlets). ,TRUE
Can I set up installment payments directly with the merchant?,ANS.FAQs.corp.credit.cards.set.instal.payment.directli.merchant,FAQ: Can I set up installment payments directly with the merchant?,,"Yes, you can set up installment payments with NBE merchants. ",TRUE
هل يمكن التقسيط من خلال التاجر مباشره ؟,ANS.FAQs.corp.credit.cards.set.instal.payment.directli.merchant,FAQ: Can I set up installment payments directly with the merchant?,,"Yes, you can set up installment payments with NBE merchants. ",TRUE
Can I set up installment payments for purchases from a non-NBE merchant?,ANS.FAQs.corp.credit.cards.set.instal.payment.purchas.non.merchant,FAQ: Can I set up installment payments for purchases from a non-NBE merchant?,,Purchases can be paid in installments after contacting the customer service to apply for Loan-on-Phone service.,TRUE
هل يمكن تقسيط عمليه تمت من تاجر غير متعاقد مع البنك الاهلى ؟,ANS.FAQs.corp.credit.cards.set.instal.payment.purchas.non.merchant,FAQ: Can I set up installment payments for purchases from a non-NBE merchant?,,Purchases can be paid in installments after contacting the customer service to apply for Loan-on-Phone service.,TRUE
